,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,7364000.0,-2519000.0,-56497000.0,-93941000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1783338000.0,-1065994000.0,-139140000.0,18183000.0
Net Borrowings,273098000.0,-1079793000.0,656019000.0,-139770000.0
Total Cash From Financing Activities,987033000.0,-1020017000.0,371903000.0,-414663000.0
Change To Operating Activities,79355000.0,22975000.0,-4406000.0,-17679000.0
Issuance Of Stock,1000000000.0,366464000.0,366464000.0,366464000.0
Net Income,179663000.0,26257000.0,71546000.0,163729000.0
Change In Cash,-446059000.0,-1750118000.0,537779000.0,-134291000.0
Effect Of Exchange Rate,-2836000.0,638000.0,1358000.0,7017000.0
Total Cash From Operating Activities,353082000.0,335255000.0,303658000.0,255172000.0
Depreciation,271732000.0,245076000.0,248163000.0,245836000.0
Other Cashflows From Investing Activities,16074000.0,-7195000.0,-6567000.0,-6567000.0
Dividends Paid,-260792000.0,-254750000.0,-254915000.0,-255117000.0
Change To Account Receivables,-69537000.0,-12690000.0,-1579000.0,-53834000.0
Other Cashflows From Financing Activities,-25273000.0,-51938000.0,-29201000.0,-19776000.0
Change To Netincome,-108131000.0,53637000.0,-10066000.0,-82880000.0
