,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1887000000.0,1933000000.0,2007000000.0,1827000000.0
Total Liab,295825000000.0,301361000000.0,291880000000.0,288506000000.0
Total Stockholder Equity,25338000000.0,23191000000.0,23029000000.0,23729000000.0
Total Assets,323139000000.0,326528000000.0,316885000000.0,314706000000.0
Common Stock,504000000.0,504000000.0,504000000.0,504000000.0
Other Current Assets,2568000000.0,2910000000.0,6109000000.0,3313000000.0
Retained Earnings,24785000000.0,24300000000.0,23751000000.0,23442000000.0
Good Will,7650000000.0,7629000000.0,7629000000.0,7683000000.0
Treasury Stock,49000000.0,-1613000000.0,-1226000000.0,-217000000.0
Other Assets,64077000000.0,60877000000.0,60835000000.0,50677000000.0
Cash,4606000000.0,4619000000.0,4552000000.0,3467000000.0
Total Current Liabilities,282847000000.0,288329000000.0,278044000000.0,275469000000.0
Deferred Long Term Asset Charges,196000000.0,212000000.0,221000000.0,233000000.0
Other Stockholder Equity,10081000000.0,9824000000.0,9809000000.0,10392000000.0
Property Plant Equipment,2803000000.0,2791000000.0,2775000000.0,2874000000.0
Total Current Assets,129957000000.0,137405000000.0,133638000000.0,137274000000.0
Long Term Investments,116765000000.0,115893000000.0,110001000000.0,114371000000.0
Net Tangible Assets,15801000000.0,13629000000.0,13393000000.0,14219000000.0
Short Term Investments,110400000000.0,117344000000.0,112792000000.0,120066000000.0
Net Receivables,3624000000.0,3516000000.0,768000000.0,3426000000.0
Long Term Debt,12978000000.0,13032000000.0,13836000000.0,12197000000.0
Accounts Payable,259373000000.0,263969000000.0,244893000000.0,239798000000.0
Other Current Liab,,,,4000000.0
Other Liab,,,,73000000.0
Short Long Term Debt,,,,1505000000.0
