,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,4874000000.0,-10649000000.0,10759000000.0,-38685000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,2610000000.0,-9892000000.0,6804000000.0,-39412000000.0
Net Borrowings,-114000000.0,-896000000.0,-5891000000.0,-7395000000.0
Total Cash From Financing Activities,-3011000000.0,17552000000.0,-1987000000.0,34655000000.0
Change To Operating Activities,-643000000.0,-8872000000.0,-4592000000.0,594000000.0
Issuance Of Stock,1900000000.0,1900000000.0,1900000000.0,1900000000.0
Net Income,714000000.0,763000000.0,519000000.0,537000000.0
Change In Cash,-13000000.0,67000000.0,1085000000.0,-1381000000.0
Total Cash From Operating Activities,388000000.0,-7593000000.0,-3732000000.0,3376000000.0
Depreciation,377000000.0,404000000.0,417000000.0,1710000000.0
Other Cashflows From Investing Activities,52000000.0,103000000.0,81000000.0,299000000.0
Dividends Paid,-199000000.0,-215000000.0,-209000000.0,-223000000.0
Other Cashflows From Financing Activities,-4598000000.0,19088000000.0,5094000000.0,42285000000.0
Change To Netincome,-12000000.0,104000000.0,92000000.0,323000000.0
Capital Expenditures,-197000000.0,-197000000.0,-162000000.0,-136000000.0
Repurchase Of Stock,,-425000000.0,-481000000.0,-12000000.0
