,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-47950000.0,-47950000.0,44050000.0,44050000.0
Change To Liabilities,0.0,0.0,97500000.0,97500000.0
Total Cashflows From Investing Activities,-141050000.0,-141050000.0,-68650000.0,-68650000.0
Net Borrowings,-96650000.0,-96650000.0,-106300000.0,-106300000.0
Total Cash From Financing Activities,-322350000.0,-322350000.0,-212800000.0,-212800000.0
Change To Operating Activities,-252650000.0,-252650000.0,404350000.0,404350000.0
Net Income,126350000.0,126350000.0,-167000000.0,-167000000.0
Change In Cash,-495100000.0,-495100000.0,900500000.0,900500000.0
Repurchase Of Stock,-148800000.0,-148800000.0,-2350000.0,-2350000.0
Effect Of Exchange Rate,-51300000.0,-51300000.0,-53150000.0,-53150000.0
Total Cash From Operating Activities,19600000.0,19600000.0,1228350000.0,1228350000.0
Depreciation,123050000.0,123050000.0,151550000.0,151550000.0
Other Cashflows From Financing Activities,-76900000.0,-76900000.0,-43150000.0,-43150000.0
Change To Netincome,22850000.0,22850000.0,449350000.0,449350000.0
Capital Expenditures,-55800000.0,-55800000.0,-48500000.0,-48500000.0
Dividends Paid,,,-61000000.0,-61000000.0
Change To Account Receivables,,,292600000.0,292600000.0
