,2021-09-30,2021-06-30,2021-03-31,2020-09-30
Investments,-4500000.0,-4500000.0,-4500000.0,-4500000.0
Change To Liabilities,8442000.0,361500.0,361500.0,1518000.0
Total Cashflows From Investing Activities,-5295000.0,-32000.0,-32000.0,-26000.0
Net Borrowings,-5028000.0,-5028000.0,-5028000.0,-27812000.0
Total Cash From Financing Activities,-5028000.0,-4711500.0,-4711500.0,-27812000.0
Change To Operating Activities,723000.0,1436000.0,1436000.0,10909000.0
Net Income,56591000.0,47441000.0,47441000.0,28315000.0
Change In Cash,45049000.0,32733000.0,32733000.0,23097000.0
Total Cash From Operating Activities,55372000.0,37476500.0,37476500.0,50935000.0
Depreciation,11950000.0,12541500.0,12541500.0,12284000.0
Change To Inventory,-11313000.0,-11888500.0,-11888500.0,-2138000.0
Change To Account Receivables,-16191000.0,-14357500.0,-14357500.0,-7545000.0
Change To Netincome,4466000.0,1252500.0,1252500.0,7153000.0
Capital Expenditures,-795000.0,-32000.0,-32000.0,-26000.0
Issuance Of Stock,,316500.0,316500.0,316500.0
