,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,156000000.0,-1000000.0,12000000.0,25000000.0
Change To Liabilities,0.0,0.0,0.0,27000000.0
Total Cashflows From Investing Activities,212000000.0,-2871000000.0,-25000000.0,77000000.0
Net Borrowings,218000000.0,-386000000.0,-16000000.0,-1240000000.0
Total Cash From Financing Activities,170000000.0,192000000.0,-30000000.0,698000000.0
Net Income,-233000000.0,71000000.0,-423000000.0,-555000000.0
Change In Cash,718000000.0,-2148000000.0,38000000.0,515000000.0
Repurchase Of Stock,-6000000.0,-13000000.0,-14000000.0,-8000000.0
Effect Of Exchange Rate,12000000.0,-2000000.0,21000000.0,129000000.0
Total Cash From Operating Activities,314000000.0,533000000.0,72000000.0,-374000000.0
Depreciation,276000000.0,301000000.0,265000000.0,261000000.0
Other Cashflows From Investing Activities,-533000000.0,-902000000.0,26000000.0,21000000.0
Other Cashflows From Financing Activities,-42000000.0,591000000.0,591000000.0,591000000.0
Change To Netincome,271000000.0,161000000.0,230000000.0,-173000000.0
Capital Expenditures,-136000000.0,-112000000.0,-65000000.0,-69000000.0
Change To Operating Activities,,,,6000000.0
Issuance Of Stock,,,,1946000000.0
Change To Account Receivables,,,,-70000000.0
