Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-11-25,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,1000,0.0,0
2013-11-26,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-11-27,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-11-29,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-02,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-03,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-04,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-05,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-06,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-09,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-10,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-11,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-12,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-13,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-16,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-17,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-18,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-19,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-20,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-23,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-24,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-26,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-27,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-30,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2013-12-31,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-02,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-03,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-06,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-07,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-08,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-09,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-10,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-13,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-14,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-15,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-16,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-17,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-21,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-22,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-23,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-24,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-27,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-28,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-29,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-30,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-01-31,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-03,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-04,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-05,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-06,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-07,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-10,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-11,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-12,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-13,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-14,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-18,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-19,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-20,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-21,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-24,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-25,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-26,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-27,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-02-28,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
2014-03-03,13.653886795043945,13.653886795043945,13.653886795043945,13.653886795043945,0,0.0,0
