,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Investments,-1565221000.0,-1565221000.0,-1175922500.0,-1175922500.0
Change To Liabilities,1687706500.0,1687706500.0,21754992000.0,21754992000.0
Total Cashflows From Investing Activities,-12938691500.0,-12938691500.0,-7762965500.0,-7762965500.0
Net Borrowings,6670754500.0,6670754500.0,8714543500.0,8714543500.0
Total Cash From Financing Activities,3173116500.0,3173116500.0,7275345000.0,7275345000.0
Change To Operating Activities,-5252459000.0,-5252459000.0,-924938000.0,-924938000.0
Issuance Of Stock,1047265500.0,1047265500.0,46086500.0,46086500.0
Net Income,6831706000.0,6831706000.0,3169306500.0,3169306500.0
Change In Cash,-626250500.0,-626250500.0,8737978000.0,8737978000.0
Repurchase Of Stock,-507550000.0,-507550000.0,-666201500.0,-666201500.0
Total Cash From Operating Activities,9139324500.0,9139324500.0,9225598500.0,9225598500.0
Depreciation,83484000.0,83484000.0,44566500.0,44566500.0
Other Cashflows From Investing Activities,-6361493500.0,-6361493500.0,-3988655000.0,-3988655000.0
Dividends Paid,-2517728000.0,-2517728000.0,-1072669000.0,-1072669000.0
Change To Inventory,1927854000.0,1927854000.0,-12664135000.0,-12664135000.0
Change To Account Receivables,-820860000.0,-820860000.0,-496957500.0,-496957500.0
Other Cashflows From Financing Activities,-1519625500.0,-1519625500.0,253585500.0,253585500.0
Change To Netincome,4680885500.0,4680885500.0,-1657236000.0,-1657236000.0
Capital Expenditures,-360026500.0,-360026500.0,-72560500.0,-72560500.0
