,2021-10-01,2021-07-02,2021-04-02,2021-01-01
Investments,368471000.0,38994000.0,38994000.0,-3430000.0
Change To Liabilities,-14766000.0,2014000.0,0.0,-63985000.0
Total Cashflows From Investing Activities,341333000.0,18418000.0,18418000.0,-193208000.0
Net Borrowings,-203414000.0,-358503000.0,-358503000.0,94998000.0
Total Cash From Financing Activities,-481210000.0,-385581000.0,-385581000.0,18685000.0
Change To Operating Activities,-144679000.0,-216274000.0,-216274000.0,-73377000.0
Issuance Of Stock,8362000.0,11130000.0,11130000.0,9541000.0
Net Income,43145000.0,165794000.0,11045000.0,257048000.0
Change In Cash,47844000.0,-188123000.0,-188123000.0,-25412000.0
Repurchase Of Stock,-250070000.0,-154000.0,-154000.0,-50136000.0
Effect Of Exchange Rate,-14982000.0,5699000.0,5699000.0,36493000.0
Total Cash From Operating Activities,202703000.0,173341000.0,173341000.0,112618000.0
Depreciation,71923000.0,74968000.0,74968000.0,45159000.0
Dividends Paid,-36088000.0,-38004000.0,-38004000.0,-35718000.0
Change To Account Receivables,10162000.0,158450000.0,158450000.0,33250000.0
Change To Netincome,214872000.0,-12603000.0,-12603000.0,-86462000.0
Capital Expenditures,-27144000.0,-20617000.0,-20617000.0,-16766000.0
Other Cashflows From Financing Activities,,-50000.0,-50000.0,-50000.0
