,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,4811000.0,4929000.0,2970000.0,-1523000.0
Total Cashflows From Investing Activities,-14195000.0,-57238000.0,7455000.0,79890000.0
Net Borrowings,-443000.0,-444000.0,-444000.0,-444000.0
Total Cash From Financing Activities,905364000.0,-306734000.0,685369000.0,53982000.0
Change To Operating Activities,-9390000.0,-22906000.0,-31409000.0,-29586000.0
Net Income,30379000.0,52278000.0,64616000.0,24367000.0
Change In Cash,974363000.0,-306986000.0,782281000.0,186751000.0
Repurchase Of Stock,-28794000.0,-31978000.0,-377000.0,-36712000.0
Total Cash From Operating Activities,83194000.0,56986000.0,89457000.0,52879000.0
Depreciation,17321000.0,16017000.0,14916000.0,-12800000.0
Other Cashflows From Investing Activities,11291000.0,-19836000.0,32785000.0,100490000.0
Change To Inventory,17000.0,205000.0,-125000.0,-73000.0
Change To Account Receivables,6901000.0,-113000.0,-10662000.0,3225000.0
Other Cashflows From Financing Activities,934601000.0,-274312000.0,686190000.0,91138000.0
Change To Netincome,35360000.0,27541000.0,25718000.0,43327000.0
Capital Expenditures,-23986000.0,-37402000.0,-25330000.0,-20600000.0
