,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,712000.0,42085000.0,-98729000.0,-231594000.0
Change To Liabilities,-25228000.0,-8755000.0,61607000.0,47448000.0
Total Cashflows From Investing Activities,-32455000.0,-109011000.0,-110730000.0,-244435000.0
Net Borrowings,-10501000.0,-82814000.0,-82814000.0,-215048000.0
Total Cash From Financing Activities,-13738000.0,-81872000.0,-43930000.0,-235031000.0
Change To Operating Activities,22839000.0,-25503000.0,-13441000.0,2400000.0
Issuance Of Stock,1109000.0,2083000.0,292000.0,688000.0
Net Income,47083000.0,44781000.0,52214000.0,54923000.0
Change In Cash,54244000.0,-107676000.0,8861000.0,-310849000.0
Repurchase Of Stock,-4346000.0,-340000.0,-44222000.0,-20671000.0
Effect Of Exchange Rate,-3041000.0,1767000.0,-718000.0,1747000.0
Total Cash From Operating Activities,103478000.0,81440000.0,164239000.0,166870000.0
Depreciation,45907000.0,45911000.0,44924000.0,46893000.0
Change To Account Receivables,-23161000.0,-2783000.0,-19684000.0,-5343000.0
Change To Netincome,32127000.0,24276000.0,34520000.0,15197000.0
Capital Expenditures,-8153000.0,-10631000.0,-2329000.0,-2519000.0
Other Cashflows From Financing Activities,,-801000.0,-801000.0,-801000.0
