,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,2815000000.0,2729000000.0,2675000000.0,2724000000.0
Total Liab,90603000000.0,88763000000.0,87563000000.0,88535000000.0
Total Stockholder Equity,29156000000.0,28269000000.0,29201000000.0,27849000000.0
Other Current Liab,16214000000.0,15747000000.0,16558000000.0,15549000000.0
Total Assets,119759000000.0,117032000000.0,116764000000.0,116384000000.0
Common Stock,24002000000.0,23905000000.0,23743000000.0,23646000000.0
Other Current Assets,12833000000.0,13185000000.0,13195000000.0,13218000000.0
Retained Earnings,39998000000.0,39285000000.0,38771000000.0,37679000000.0
Other Liab,10555000000.0,10424000000.0,9133000000.0,10626000000.0
Good Will,4020000000.0,4017000000.0,3976000000.0,3945000000.0
Treasury Stock,-34844000000.0,-34921000000.0,-33313000000.0,-33476000000.0
Other Assets,5317000000.0,5402000000.0,4973000000.0,5085000000.0
Cash,689000000.0,663000000.0,721000000.0,583000000.0
Total Current Liabilities,72858000000.0,71889000000.0,71721000000.0,70649000000.0
Other Stockholder Equity,1769000000.0,1291000000.0,2502000000.0,2138000000.0
Total Current Assets,27780000000.0,27002000000.0,27256000000.0,28355000000.0
Long Term Investments,79827000000.0,77882000000.0,77884000000.0,76275000000.0
Net Tangible Assets,24822000000.0,23934000000.0,24908000000.0,23586000000.0
Short Term Investments,5703000000.0,4987000000.0,5511000000.0,6329000000.0
Net Receivables,8555000000.0,8167000000.0,7829000000.0,8225000000.0
Long Term Debt,7190000000.0,6450000000.0,6450000000.0,6950000000.0
Accounts Payable,56544000000.0,56042000000.0,54960000000.0,54973000000.0
