,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-5350000000.0,-8899000000.0,-5257000000.0,-4825000000.0
Net Borrowings,-2434000000.0,841000000.0,46000000.0,1193000000.0
Total Cash From Financing Activities,-2944000000.0,1433000000.0,-900000000.0,469000000.0
Issuance Of Stock,3000000.0,38000000.0,8000000.0,9000000.0
Net Income,2598000000.0,774000000.0,1784000000.0,1672000000.0
Change In Cash,-2814000000.0,-3903000000.0,-619000000.0,302000000.0
Effect Of Exchange Rate,-218000000.0,-328000000.0,-664000000.0,-302000000.0
Total Cash From Operating Activities,5698000000.0,3891000000.0,6202000000.0,4960000000.0
Depreciation,136000000.0,132000000.0,-32000000.0,164000000.0
Other Cashflows From Investing Activities,396000000.0,238000000.0,-782000000.0,921000000.0
Dividends Paid,-609000000.0,-587000000.0,-586000000.0,-586000000.0
Change To Account Receivables,231000000.0,-2086000000.0,1856000000.0,470000000.0
Other Cashflows From Financing Activities,520000000.0,-841000000.0,-368000000.0,-147000000.0
Change To Netincome,2733000000.0,5071000000.0,2405000000.0,2654000000.0
