,2021-11-30,2021-08-31,2021-05-31,2021-02-28
Net Income,-2620000000.0,-2836000000.0,-2072000000.0,-1973000000.0
Change To Liabilities,0.0,786000000.0,303000000.0,-177000000.0
Investments,,1558000000.0,-364000000.0,-1840000000.0
Total Cashflows From Investing Activities,,620000000.0,-566000000.0,-3589000000.0
Net Borrowings,,778000000.0,-680000000.0,4312000000.0
Total Cash From Financing Activities,,376000000.0,-693000000.0,5216000000.0
Change To Operating Activities,,-303000000.0,-364000000.0,-96000000.0
Issuance Of Stock,,112000000.0,112000000.0,997000000.0
Change In Cash,,111000000.0,-2611000000.0,137000000.0
Repurchase Of Stock,,-94000000.0,-1000000.0,-1000000.0
Effect Of Exchange Rate,,-6000000.0,5000000.0,14000000.0
Total Cash From Operating Activities,,-879000000.0,-1359000000.0,-1503000000.0
Depreciation,,562000000.0,567000000.0,552000000.0
Other Cashflows From Investing Activities,,-2000000.0,-44000000.0,16000000.0
Change To Inventory,,-19000000.0,1000000.0,-1000000.0
Change To Account Receivables,,-68000000.0,25000000.0,6000000.0
Other Cashflows From Financing Activities,,-420000000.0,-12000000.0,-93000000.0
Change To Netincome,,951000000.0,140000000.0,144000000.0
Capital Expenditures,,-963000000.0,-383000000.0,-1774000000.0
