,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5956000000.0,6112000000.0,5981000000.0,6158000000.0
Capital Surplus,9949000000.0,9918000000.0,9841000000.0,9808000000.0
Total Liab,52409000000.0,53004000000.0,51060000000.0,53723000000.0
Total Stockholder Equity,11358000000.0,11492000000.0,11060000000.0,11330000000.0
Minority Interest,106000000.0,105000000.0,85000000.0,102000000.0
Other Current Liab,1639000000.0,2126000000.0,1651000000.0,3758000000.0
Total Assets,63873000000.0,64601000000.0,62205000000.0,65155000000.0
Other Current Assets,862000000.0,941000000.0,909000000.0,978000000.0
Retained Earnings,1495000000.0,1632000000.0,1254000000.0,1502000000.0
Other Liab,2756000000.0,2864000000.0,2750000000.0,2793000000.0
Good Will,5221000000.0,5268000000.0,4900000000.0,4988000000.0
Treasury Stock,-86000000.0,-58000000.0,-35000000.0,20000000.0
Other Assets,1549000000.0,1714000000.0,1574000000.0,1501000000.0
Cash,5385000000.0,6201000000.0,5745000000.0,7026000000.0
Total Current Liabilities,9371000000.0,10008000000.0,9176000000.0,10529000000.0
Deferred Long Term Asset Charges,608000000.0,753000000.0,711000000.0,623000000.0
Other Stockholder Equity,21000000.0,49000000.0,72000000.0,127000000.0
Property Plant Equipment,38962000000.0,38683000000.0,37230000000.0,37703000000.0
Total Current Assets,10127000000.0,10766000000.0,10588000000.0,12882000000.0
Long Term Investments,2058000000.0,2058000000.0,1932000000.0,1923000000.0
Net Tangible Assets,181000000.0,112000000.0,179000000.0,184000000.0
Short Term Investments,2906000000.0,2727000000.0,2972000000.0,3903000000.0
Net Receivables,889000000.0,815000000.0,876000000.0,886000000.0
Long Term Debt,9936000000.0,10002000000.0,10043000000.0,10856000000.0
Inventory,85000000.0,82000000.0,86000000.0,89000000.0
Accounts Payable,909000000.0,975000000.0,901000000.0,1241000000.0
Short Long Term Debt,,,,291000000.0
