,2021-10-02,2021-07-03,2021-04-03,2021-01-02
Intangible Assets,2441000000.0,2454000000.0,2449000000.0,2491000000.0
Capital Surplus,1005000000.0,973000000.0,954000000.0,972000000.0
Total Liab,14398000000.0,14333000000.0,14409000000.0,14360000000.0
Total Stockholder Equity,3484000000.0,3362000000.0,3138000000.0,3112000000.0
Minority Interest,525000000.0,518000000.0,517000000.0,524000000.0
Other Current Liab,738000000.0,952000000.0,974000000.0,758000000.0
Total Assets,18407000000.0,18213000000.0,18064000000.0,17996000000.0
Common Stock,105000000.0,105000000.0,105000000.0,105000000.0
Other Current Assets,251000000.0,277000000.0,262000000.0,222000000.0
Retained Earnings,8796000000.0,8688000000.0,8506000000.0,8326000000.0
Other Liab,1835000000.0,1827000000.0,1852000000.0,1834000000.0
Good Will,5794000000.0,5783000000.0,5768000000.0,5799000000.0
Treasury Stock,-6422000000.0,-6404000000.0,-6427000000.0,-6291000000.0
Other Assets,1491000000.0,1454000000.0,1401000000.0,1389000000.0
Cash,440000000.0,395000000.0,391000000.0,435000000.0
Total Current Liabilities,5029000000.0,4946000000.0,5385000000.0,5238000000.0
Short Long Term Debt,23000000.0,23000000.0,612000000.0,636000000.0
Other Stockholder Equity,-1693000000.0,-1663000000.0,-1665000000.0,-1732000000.0
Property Plant Equipment,4404000000.0,4327000000.0,4277000000.0,4371000000.0
Total Current Assets,3799000000.0,3747000000.0,3639000000.0,3482000000.0
Long Term Investments,478000000.0,448000000.0,530000000.0,464000000.0
Net Tangible Assets,-4751000000.0,-4875000000.0,-5079000000.0,-5178000000.0
Net Receivables,1680000000.0,1659000000.0,1660000000.0,1537000000.0
Long Term Debt,7031000000.0,7043000000.0,6670000000.0,6768000000.0
Inventory,1378000000.0,1365000000.0,1319000000.0,1284000000.0
Accounts Payable,2526000000.0,2491000000.0,2476000000.0,2471000000.0
Deferred Long Term Asset Charges,,,,254000000.0
