,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,97842000000.0,201815000000.0,201815000000.0,201815000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,944315000000.0,1010213000000.0,683837000000.0,436959000000.0
Minority Interest,915303000000.0,903350000000.0,671900000000.0,652349000000.0
Net Income,784180000000.0,765785000000.0,558265000000.0,380803000000.0
Selling General Administrative,3167109000000.0,4499152000000.0,1512648000000.0,1631492000000.0
Gross Profit,4876269000000.0,6197939000000.0,3216808000000.0,3323805000000.0
Ebit,397036000000.0,396388000000.0,388781000000.0,326273000000.0
Operating Income,397036000000.0,396388000000.0,388781000000.0,326273000000.0
Other Operating Expenses,189026000000.0,87693000000.0,318897000000.0,323449000000.0
Interest Expense,-90661000000.0,-87304000000.0,-86495000000.0,-114801000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,207805000000.0,214515000000.0,111862000000.0,71097000000.0
Total Revenue,4967496000000.0,4818272000000.0,4780461000000.0,4840600000000.0
Total Operating Expenses,4570460000000.0,4421884000000.0,4391680000000.0,4514327000000.0
Cost Of Revenue,91227000000.0,-1379667000000.0,1563653000000.0,1516795000000.0
Total Other Income Expense Net,547279000000.0,613825000000.0,295056000000.0,110686000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,736510000000.0,795698000000.0,571975000000.0,365862000000.0
Net Income Applicable To Common Shares,784180000000.0,769477000000.0,554573000000.0,377112000000.0
