,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,4032439000000.0,4034488000000.0,,4426830000000.0
Capital Surplus,2915887000000.0,2915887000000.0,,2915887000000.0
Total Liab,24493664000000.0,23650802000000.0,23192400000000.0,23510714000000.0
Total Stockholder Equity,26268518000000.0,25503449000000.0,23897200000000.0,23743894000000.0
Minority Interest,915303000000.0,903350000000.0,671900000000.0,652349000000.0
Deferred Long Term Liab,7445000000.0,1004452000000.0,,992316000000.0
Other Current Liab,4186089000000.0,4406461000000.0,5385000000000.0,4840921000000.0
Total Assets,51677485000000.0,50057601000000.0,47761500000000.0,47906957000000.0
Common Stock,44639000000.0,44639000000.0,684900000000.0,44639000000.0
Other Current Assets,362814000000.0,2255356000000.0,2907200000000.0,2276917000000.0
Retained Earnings,22307055000000.0,21679418000000.0,22875800000000.0,22981913000000.0
Other Liab,5225335000000.0,4935994000000.0,5479700000000.0,4544945000000.0
Good Will,3473747000000.0,3463037000000.0,,3357524000000.0
Treasury Stock,1000937000000.0,863505000000.0,336500000000.0,-2198545000000.0
Other Assets,2090246000000.0,1934804000000.0,1952300000000.0,1967487000000.0
Cash,1491551000000.0,1539295000000.0,2580300000000.0,1369653000000.0
Total Current Liabilities,8380517000000.0,7821778000000.0,8099600000000.0,8177967000000.0
Deferred Long Term Asset Charges,102326000000.0,98160000000.0,,105088000000.0
Short Long Term Debt,1447395000000.0,1206689000000.0,,939314000000.0
Other Stockholder Equity,1204532000000.0,1067100000000.0,336500000000.0,-74884000000.0
Property Plant Equipment,13140328000000.0,13243760000000.0,20497800000000.0,13377077000000.0
Total Current Assets,9319567000000.0,9140912000000.0,8865200000000.0,8775086000000.0
Long Term Investments,19621158000000.0,18240600000000.0,16446200000000.0,16002953000000.0
Net Tangible Assets,18762332000000.0,18005924000000.0,23897200000000.0,15959540000000.0
Short Term Investments,1574550000000.0,1496152000000.0,,1328895000000.0
Net Receivables,3558530000000.0,3440293000000.0,3377700000000.0,3366007000000.0
Long Term Debt,9632796000000.0,9780451000000.0,9613100000000.0,9710961000000.0
Inventory,198209000000.0,211780000000.0,,171443000000.0
Accounts Payable,338276000000.0,304311000000.0,2604600000000.0,372909000000.0
