Date,Closing Price
1980-03-17,2.5171947479248047
1980-03-18,2.55281662940979
1980-03-19,2.540940523147583
1980-03-20,2.5171947479248047
1980-03-21,2.5290687084198
1980-03-24,2.505321741104126
1980-03-25,2.4459545612335205
1980-03-26,2.4815735816955566
1980-03-27,2.3747119903564453
1980-03-28,2.3865861892700195
1980-03-31,2.4340789318084717
1980-04-01,2.3509647846221924
1980-04-02,2.3509647846221924
1980-04-03,2.4578254222869873
1980-04-07,2.469701051712036
1980-04-08,2.564687967300415
1980-04-09,2.564687967300415
1980-04-10,2.55281662940979
1980-04-11,2.4815735816955566
1980-04-14,2.469701051712036
1980-04-15,2.469701051712036
1980-04-16,2.4340789318084717
1980-04-17,2.3747119903564453
1980-04-18,2.4103329181671143
1980-04-21,2.3747119903564453
1980-04-22,2.422206401824951
1980-04-23,2.5290687084198
1980-04-24,2.5171947479248047
1980-04-25,2.469701051712036
1980-04-28,2.469701051712036
1980-04-29,2.4578254222869873
1980-04-30,2.4340789318084717
1980-05-01,2.4459545612335205
1980-05-02,2.3747119903564453
1980-05-05,2.3747119903564453
1980-05-06,2.3747119903564453
1980-05-07,2.3390910625457764
1980-05-08,2.3272180557250977
1980-05-09,2.2797226905822754
1980-05-12,2.303471088409424
1980-05-13,2.303471088409424
1980-05-14,2.3509647846221924
1980-05-15,2.3272180557250977
1980-05-16,2.3509647846221924
1980-05-19,2.303471088409424
1980-05-20,2.2915966510772705
1980-05-21,2.3509647846221924
1980-05-22,2.469701051712036
1980-05-23,2.4103329181671143
1980-05-27,2.422206401824951
1980-05-28,2.4103329181671143
1980-05-29,2.469701051712036
1980-05-30,2.422206401824951
1980-06-02,2.422206401824951
1980-06-03,2.422206401824951
1980-06-04,2.469701051712036
1980-06-05,2.540940523147583
1980-06-06,2.5171947479248047
1980-06-09,2.5171947479248047
1980-06-10,2.4934473037719727
1980-06-11,2.469701051712036
1980-06-12,2.4459545612335205
1980-06-13,2.4340789318084717
1980-06-16,2.4578254222869873
1980-06-17,2.4815735816955566
1980-06-18,2.4934473037719727
1980-06-19,2.4578254222869873
1980-06-20,2.422206401824951
1980-06-23,2.4340789318084717
1980-06-24,2.398458242416382
1980-06-25,2.4578254222869873
1980-06-26,2.4103329181671143
1980-06-27,2.3865861892700195
1980-06-30,2.362837076187134
1980-07-01,2.398458242416382
1980-07-02,2.4459545612335205
1980-07-03,2.4459545612335205
1980-07-07,2.4578254222869873
1980-07-08,2.4934473037719727
1980-07-09,2.5171947479248047
1980-07-10,2.564687967300415
