,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Investments,-12045000.0,-57910000.0,-584000.0,29084000.0
Change To Liabilities,97126000.0,30055000.0,103703000.0,62414000.0
Total Cashflows From Investing Activities,-34371000.0,-70506000.0,-18835000.0,9691000.0
Net Borrowings,-25030000.0,-36684000.0,293171000.0,293171000.0
Total Cash From Financing Activities,-142350000.0,-112954000.0,143459000.0,-95203000.0
Change To Operating Activities,-29029000.0,-95690000.0,-13877000.0,-45369000.0
Issuance Of Stock,5202000.0,29783000.0,9322000.0,18214000.0
Net Income,-25501000.0,-8354000.0,-72412000.0,-58491000.0
Change In Cash,-395000.0,-47084000.0,191071000.0,-29277000.0
Repurchase Of Stock,-122522000.0,-106053000.0,-125186000.0,-113417000.0
Effect Of Exchange Rate,-1343000.0,779000.0,4214000.0,-1208000.0
Total Cash From Operating Activities,177669000.0,135597000.0,62233000.0,57443000.0
Depreciation,20960000.0,20037000.0,13435000.0,19479000.0
Change To Account Receivables,-33152000.0,74812000.0,-56682000.0,-42043000.0
Change To Netincome,113448000.0,82485000.0,46096000.0,88816000.0
Capital Expenditures,-15938000.0,-12596000.0,-18251000.0,-19393000.0
Other Cashflows From Financing Activities,,,-33848000.0,-33848000.0
