,2021-10-02,2021-07-03,2021-04-03,2020-12-31
Investments,151138000.0,4194000.0,5232000.0,-23487000.0
Change To Liabilities,-383635000.0,501316000.0,225333000.0,235195000.0
Total Cashflows From Investing Activities,-1695109000.0,-379406000.0,-301994000.0,-433522000.0
Net Borrowings,199041000.0,44387000.0,-1607000.0,-5872000.0
Total Cash From Financing Activities,-797077000.0,-747124000.0,-410664000.0,-310713000.0
Change To Operating Activities,476277000.0,322237000.0,160069000.0,-35125000.0
Issuance Of Stock,15074000.0,21276000.0,107524000.0,11846000.0
Net Income,2127743000.0,1506868000.0,942432000.0,398843000.0
Change In Cash,-761368000.0,231017000.0,-178940000.0,-243272000.0
Repurchase Of Stock,-864781000.0,-664181000.0,-316380000.0,-1411000.0
Effect Of Exchange Rate,-6359000.0,4772000.0,3307000.0,9677000.0
Total Cash From Operating Activities,1737177000.0,1352775000.0,530411000.0,491286000.0
Depreciation,218925000.0,245400000.0,200950000.0,223901000.0
Other Cashflows From Investing Activities,455000.0,338000.0,249000.0,365000.0
Dividends Paid,-120067000.0,-122638000.0,-123901000.0,-123019000.0
Change To Inventory,-302776000.0,-878022000.0,-795940000.0,-306353000.0
Change To Account Receivables,-529647000.0,-568451000.0,-524570000.0,-166837000.0
Other Cashflows From Financing Activities,-26344000.0,-25968000.0,-76300000.0,-192257000.0
Change To Netincome,158382000.0,134028000.0,121249000.0,357785000.0
Capital Expenditures,-504710000.0,-388868000.0,-313510000.0,-364138000.0
