,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,613366000.0,626586000.0,441640000.0,415563000.0
Capital Surplus,790629000.0,785674000.0,781427000.0,775153000.0
Total Liab,2128296000.0,2110133000.0,1850716000.0,1874072000.0
Total Stockholder Equity,2726245000.0,2672796000.0,2609926000.0,2540203000.0
Minority Interest,38000.0,68000.0,89000.0,123000.0
Other Current Liab,113607000.0,108417000.0,61773000.0,91238000.0
Total Assets,4854579000.0,4782997000.0,4460731000.0,4414398000.0
Common Stock,901000.0,901000.0,901000.0,901000.0
Other Current Assets,56161000.0,62761000.0,46573000.0,48324000.0
Retained Earnings,3048856000.0,2974163000.0,2954254000.0,2841546000.0
Other Liab,372183000.0,377996000.0,336531000.0,336410000.0
Good Will,2197084000.0,2210570000.0,1928665000.0,1895574000.0
Treasury Stock,-1114141000.0,-1087942000.0,-1126656000.0,-1077397000.0
Other Assets,35217000.0,34130000.0,31987000.0,41171000.0
Cash,806497000.0,714380000.0,958142000.0,1025851000.0
Total Current Liabilities,469108000.0,450359000.0,377513000.0,399058000.0
Short Long Term Debt,35000.0,41000.0,46000.0,88000.0
Other Stockholder Equity,-57086000.0,-29223000.0,-60555000.0,-13525000.0
Property Plant Equipment,425551000.0,418022000.0,407295000.0,404859000.0
Total Current Assets,1583361000.0,1493689000.0,1651144000.0,1657231000.0
Net Tangible Assets,-84205000.0,-164360000.0,239621000.0,229066000.0
Net Receivables,366779000.0,356469000.0,341793000.0,293146000.0
Long Term Debt,1190078000.0,1189828000.0,1044589000.0,1044354000.0
Inventory,353924000.0,360079000.0,304636000.0,289910000.0
Accounts Payable,175864000.0,178796000.0,171379000.0,151993000.0
Deferred Long Term Asset Charges,,,,2424000.0
