,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,43000000.0,42000000.0,-57000000.0,15000000.0
Total Cashflows From Investing Activities,-519000000.0,-471000000.0,-363000000.0,-615000000.0
Net Borrowings,84000000.0,251000000.0,-189000000.0,245000000.0
Total Cash From Financing Activities,6000000.0,135000000.0,-293000000.0,154000000.0
Change To Operating Activities,7000000.0,-15000000.0,-66000000.0,43000000.0
Issuance Of Stock,4000000.0,3000000.0,3000000.0,3000000.0
Net Income,278000000.0,207000000.0,133000000.0,145000000.0
Change In Cash,-4000000.0,5000000.0,-477000000.0,-23000000.0
Total Cash From Operating Activities,509000000.0,341000000.0,179000000.0,438000000.0
Depreciation,161000000.0,158000000.0,157000000.0,153000000.0
Other Cashflows From Investing Activities,-27000000.0,-25000000.0,-18000000.0,-31000000.0
Dividends Paid,-109000000.0,-109000000.0,-100000000.0,-99000000.0
Change To Account Receivables,-45000000.0,-84000000.0,26000000.0,24000000.0
Other Cashflows From Financing Activities,27000000.0,-10000000.0,7000000.0,5000000.0
Change To Netincome,65000000.0,33000000.0,-14000000.0,58000000.0
Capital Expenditures,-453000000.0,-410000000.0,-342000000.0,-508000000.0
Repurchase Of Stock,,,-11000000.0,-11000000.0
