,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,170000000.0,117000000.0,-169000000.0,231000000.0
Total Cashflows From Investing Activities,-1463000000.0,-560000000.0,-618000000.0,-655000000.0
Net Borrowings,1075000000.0,-86000000.0,-1490000000.0,198000000.0
Total Cash From Financing Activities,811000000.0,-352000000.0,-1744000000.0,-56000000.0
Change To Operating Activities,-129000000.0,-20000000.0,-393000000.0,-1718000000.0
Net Income,490000000.0,302000000.0,361000000.0,449000000.0
Change In Cash,667000000.0,104000000.0,-1683000000.0,236000000.0
Total Cash From Operating Activities,1319000000.0,1016000000.0,679000000.0,947000000.0
Depreciation,642000000.0,647000000.0,638000000.0,666000000.0
Other Cashflows From Investing Activities,37000000.0,170000000.0,-122000000.0,108000000.0
Dividends Paid,-253000000.0,-252000000.0,-252000000.0,-253000000.0
Change To Inventory,71000000.0,-2000000.0,14000000.0,-17000000.0
Change To Account Receivables,-32000000.0,99000000.0,361000000.0,1200000000.0
Other Cashflows From Financing Activities,-11000000.0,-14000000.0,-2000000.0,-1000000.0
Change To Netincome,97000000.0,-143000000.0,-153000000.0,113000000.0
Capital Expenditures,-739000000.0,-719000000.0,-484000000.0,-656000000.0
